news_id,ticker,date,title,content,source,url,company_name,text,lexicon_score,logistic_score,finbert_score,sentiment_score
000002-20260408-38,000002.SZ,2026-04-08,弹性优势显著！中证500ETF泰康(515530)上涨4.30%，跟踪指数或成市场修复阶段核心配置方向,财信证券认为，往后看，A股相较于日、韩、美等市场表现更具韧性，上证指数只要不破前期低点，仍以震荡反弹趋势看待;但在战事完全结束前，全球风险偏好易降难升，同时事件导致的潜在能源危机以及A股财报季带来的业绩风险，都将压制增量资金入场节奏，大盘反弹过程中会有一定反复。,tencent,http://stock.eastmoney.com/a/202604083697928535.html,万科A,弹性优势显著！中证500ETF泰康(515530)上涨4.30%，跟踪指数或成市场修复阶段核心配置方向 财信证券认为，往后看，A股相较于日、韩、美等市场表现更具韧性，上证指数只要不破前期低点，仍以震荡反弹趋势看待;但在战事完全结束前，全球风险偏好易降难升，同时事件导致的潜在能源危机以及A股财报季带来的业绩风险，都将压制增量资金入场节奏，大盘反弹过程中会有一定反复。,0,1,0,0.5
000002-20260408-39,000002.SZ,2026-04-08,355只个股流通市值不足20亿元,相较于大盘股，小市值品种具备更高的股性以及活跃度，也更容易成为行情中的核心。证券时报·数据宝统计，截至4月7日收盘，两市共977只个股流通市值低于30亿元，其中355只个股流通市值不足20亿元。,tencent,http://finance.eastmoney.com/a/202604083697372022.html,万科A,355只个股流通市值不足20亿元 相较于大盘股，小市值品种具备更高的股性以及活跃度，也更容易成为行情中的核心。证券时报·数据宝统计，截至4月7日收盘，两市共977只个股流通市值低于30亿元，其中355只个股流通市值不足20亿元。,0,0,0,0.0
000002-20260408-40,000002.SZ,2026-04-08,史诗级逼空！三大指数集体大涨 算力产业链全线爆发,Dubai Financial Market General Index（迪拜金融市场综合指数）一度大涨8.5%，创2014年12月以来最大盘中涨幅。此前受战争影响市场持续波动，停火消息一出，资金迅速涌入房地产和银行板块。,tencent,http://finance.eastmoney.com/a/202604083698083697.html,万科A,史诗级逼空！三大指数集体大涨 算力产业链全线爆发 Dubai Financial Market General Index（迪拜金融市场综合指数）一度大涨8.5%，创2014年12月以来最大盘中涨幅。此前受战争影响市场持续波动，停火消息一出，资金迅速涌入房地产和银行板块。,0,0,0,0.0
000002-20260408-41,000002.SZ,2026-04-08,史诗级，逼空！,Dubai Financial Market General Index（迪拜金融市场综合指数）一度大涨8.5%，创2014年12月以来最大盘中涨幅。此前受战争影响市场持续波动，停火消息一出，资金迅速涌入房地产和银行板块。,tencent,http://finance.eastmoney.com/a/202604083698082952.html,万科A,史诗级，逼空！ Dubai Financial Market General Index（迪拜金融市场综合指数）一度大涨8.5%，创2014年12月以来最大盘中涨幅。此前受战争影响市场持续波动，停火消息一出，资金迅速涌入房地产和银行板块。,0,0,0,0.0
000002-20260408-42,000002.SZ,2026-04-08,游戏影视大涨点评,大盘强势反弹，游戏ETF（516010）盘中涨超5%，影视ETF（516620）盘中涨超4%，在全市场主题中涨幅靠前。,tencent,http://finance.eastmoney.com/a/202604083697990314.html,万科A,游戏影视大涨点评 大盘强势反弹，游戏ETF（516010）盘中涨超5%，影视ETF（516620）盘中涨超4%，在全市场主题中涨幅靠前。,0,0,0,0.0
000002-20260408-43,000002.SZ,2026-04-08,机器人大涨点评,大盘强势反弹，机器人ETF（159551）和工业母机ETF（159667）盘中一度涨超6%。 【原因分析】 宏观：美伊阶段性休战两周，霍尔木兹海峡将开放两周，市场风偏短暂提升，利好机器人板块修复。 海外：特斯拉持续预热Optimus V3。,tencent,http://finance.eastmoney.com/a/202604083697943092.html,万科A,机器人大涨点评 大盘强势反弹，机器人ETF（159551）和工业母机ETF（159667）盘中一度涨超6%。 【原因分析】 宏观：美伊阶段性休战两周，霍尔木兹海峡将开放两周，市场风偏短暂提升，利好机器人板块修复。 海外：特斯拉持续预热Optimus V3。,1,1,0,1.0
000002-20260408-44,000002.SZ,2026-04-08,银河收益混合：2025年利润1839.23万元 净值增长率8.18%,宏观环境与政策节奏将是影响大盘价值股表现的关键。转债市场在经历 2025 年大幅上涨后，整体估值已处历史高位，安全边际下降。市场弹性仍存，但机会将更多来自对正股的弹性与细分行业选择，整体波动可能加大，需更加注重风险控制。,tencent,http://stock.eastmoney.com/a/202604083698451588.html,万科A,银河收益混合：2025年利润1839.23万元 净值增长率8.18% 宏观环境与政策节奏将是影响大盘价值股表现的关键。转债市场在经历 2025 年大幅上涨后，整体估值已处历史高位，安全边际下降。市场弹性仍存，但机会将更多来自对正股的弹性与细分行业选择，整体波动可能加大，需更加注重风险控制。,0,1,0,0.5
000002-20260408-45,000002.SZ,2026-04-08,泓德智选启诚混合A：2025年利润4315.54万元 净值增长率32.23%,我们的投资组合经历了上半年相对稳健的超额积累后，在8、9月份大盘成长集中上涨行情中出现了一定超额回撤，我们对成长因子和成长策略做了相对深入的修正，也使模型在成长环境下有更好表现，当然，我们依然追求一个相对均衡的表现，以免超额收益过分依赖风格与行情。,tencent,http://stock.eastmoney.com/a/202604083698449939.html,万科A,泓德智选启诚混合A：2025年利润4315.54万元 净值增长率32.23% 我们的投资组合经历了上半年相对稳健的超额积累后，在8、9月份大盘成长集中上涨行情中出现了一定超额回撤，我们对成长因子和成长策略做了相对深入的修正，也使模型在成长环境下有更好表现，当然，我们依然追求一个相对均衡的表现，以免超额收益过分依赖风格与行情。,1,1,0,1.0
000002-20260408-46,000002.SZ,2026-04-08,泓德智选启元混合A：2025年换手率达778.55%,我们的投资组合经历了上半年相对稳健的超额积累后，在8、9月份大盘成长集中上涨行情中出现了一定超额回撤，我们对成长因子和成长策略做了相对深入的修正，也使模型在成长环境下有更好表现，当然，我们依然追求一个相对均衡的表现，以免超额收益过分依赖风格与行情。,tencent,http://stock.eastmoney.com/a/202604083698450291.html,万科A,泓德智选启元混合A：2025年换手率达778.55% 我们的投资组合经历了上半年相对稳健的超额积累后，在8、9月份大盘成长集中上涨行情中出现了一定超额回撤，我们对成长因子和成长策略做了相对深入的修正，也使模型在成长环境下有更好表现，当然，我们依然追求一个相对均衡的表现，以免超额收益过分依赖风格与行情。,1,1,0,1.0
000002-20260408-47,000002.SZ,2026-04-08,泓德智选启航混合A：2025年换手率达597.14%,我们的投资组合经历了上半年相对稳健的超额积累后，在8、9月份大盘成长集中上涨行情中出现了一定超额回撤，我们对成长因子和成长策略做了相对深入的修正，也使模型在成长环境下有更好表现，当然，我们依然追求一个相对均衡的表现，以免超额收益过分依赖风格与行情。,tencent,http://stock.eastmoney.com/a/202604083698450480.html,万科A,泓德智选启航混合A：2025年换手率达597.14% 我们的投资组合经历了上半年相对稳健的超额积累后，在8、9月份大盘成长集中上涨行情中出现了一定超额回撤，我们对成长因子和成长策略做了相对深入的修正，也使模型在成长环境下有更好表现，当然，我们依然追求一个相对均衡的表现，以免超额收益过分依赖风格与行情。,1,1,0,1.0
000002-20260408-48,000002.SZ,2026-04-08,阿里千问3.6Plus登顶全球模型周调用量榜首，恒生科技ETF天弘(520920)近5日净流入近3亿元,【热点事件】 1、局势扰动港股震荡调整，南向资金逆势加仓近200亿港元 4月2日，受全球国际局势扰动影响，港股大盘整体承压呈现震荡调整态势，市场避险情绪阶段性升温。,tencent,http://stock.eastmoney.com/a/202604083697393185.html,万科A,阿里千问3.6Plus登顶全球模型周调用量榜首，恒生科技ETF天弘(520920)近5日净流入近3亿元 【热点事件】 1、局势扰动港股震荡调整，南向资金逆势加仓近200亿港元 4月2日，受全球国际局势扰动影响，港股大盘整体承压呈现震荡调整态势，市场避险情绪阶段性升温。,1,1,0,1.0
000002-20260408-49,000002.SZ,2026-04-08,盘后播报（4.8）,风格层面，小盘略强于大盘，成长强于价值，双创强于主板。总体而言，今日风险偏好处于偏强状态。,tencent,http://stock.eastmoney.com/a/202604083698519235.html,万科A,盘后播报（4.8） 风格层面，小盘略强于大盘，成长强于价值，双创强于主板。总体而言，今日风险偏好处于偏强状态。,-1,-1,0,-1.0
000002-20260408-50,000002.SZ,2026-04-08,银华估值优势混合：2025年换手率达562.49%,其中，截至4月8日，银华港股通精选股票发起式A近一年复权单位净值增长率最高，达24.77%；银华大盘两年定期开放混合最低，为12.56%。 基金管理人在年报中表示，展望2026年的权益市场，总体认为机会大于风险。AI 仍是全球科技创新的主线。,tencent,http://stock.eastmoney.com/a/202604083698485528.html,万科A,银华估值优势混合：2025年换手率达562.49% 其中，截至4月8日，银华港股通精选股票发起式A近一年复权单位净值增长率最高，达24.77%；银华大盘两年定期开放混合最低，为12.56%。 基金管理人在年报中表示，展望2026年的权益市场，总体认为机会大于风险。AI 仍是全球科技创新的主线。,0,1,0,0.5
000002-20260408-51,000002.SZ,2026-04-08,银华港股通精选股票发起式A：2025年利润1681.86万元 净值增长率28.68%,其中，截至4月8日，银华港股通精选股票发起式A近一年复权单位净值增长率最高，达24.77%；银华大盘两年定期开放混合最低，为12.56%。 基金管理人在年报中表示，2026 年是十五五的开局之年，我们认为价格对于名义增长的影响会减少，中国经济的名义增长确定性回升。,tencent,http://stock.eastmoney.com/a/202604083698386043.html,万科A,银华港股通精选股票发起式A：2025年利润1681.86万元 净值增长率28.68% 其中，截至4月8日，银华港股通精选股票发起式A近一年复权单位净值增长率最高，达24.77%；银华大盘两年定期开放混合最低，为12.56%。 基金管理人在年报中表示，2026 年是十五五的开局之年，我们认为价格对于名义增长的影响会减少，中国经济的名义增长确定性回升。,1,1,0,1.0
000002-20260408-52,000002.SZ,2026-04-08,A股市场缩量上涨 机构建议关注两大主线,小微盘股表现活跃，大盘股集中的上证50指数、沪深300指数分别下跌0.07点、0.17点，小微盘股集中的中证1000指数、中证2000指数、万得微盘股指数分别上涨0.92%、1.37%、3.01%。,tencent,http://finance.eastmoney.com/a/202604083696947173.html,万科A,A股市场缩量上涨 机构建议关注两大主线 小微盘股表现活跃，大盘股集中的上证50指数、沪深300指数分别下跌0.07点、0.17点，小微盘股集中的中证1000指数、中证2000指数、万得微盘股指数分别上涨0.92%、1.37%、3.01%。,0,0,0,0.0
000002-20260408-53,000002.SZ,2026-04-08,中东局势缓和点燃A股！沪指逼近4000点 创业板指涨超5%,中东局势明朗，大盘有望收复4000点，开启新一轮上涨。”,tencent,http://finance.eastmoney.com/a/202604083698068682.html,万科A,中东局势缓和点燃A股！沪指逼近4000点 创业板指涨超5% 中东局势明朗，大盘有望收复4000点，开启新一轮上涨。”,1,1,0,1.0
000002-20260408-54,000002.SZ,2026-04-08,午后20%直线涨停！整条赛道彻底沸腾！DeepSeek传来重磅利好,4月8日午后，在大盘向好的背景之下，人工智能板块彻底爆发，开勒股份下午开盘，直线拉升20%涨停。创业板人工智能ETF集体暴涨，涨幅多数超过8%。 市场上有消息传出，DeepSeek已在部分用户中开启V4版本的灰度测试。,tencent,http://finance.eastmoney.com/a/202604083698005448.html,万科A,午后20%直线涨停！整条赛道彻底沸腾！DeepSeek传来重磅利好 4月8日午后，在大盘向好的背景之下，人工智能板块彻底爆发，开勒股份下午开盘，直线拉升20%涨停。创业板人工智能ETF集体暴涨，涨幅多数超过8%。 市场上有消息传出，DeepSeek已在部分用户中开启V4版本的灰度测试。,1,1,0,1.0
000002-20260408-55,000002.SZ,2026-04-08,中际旭创、新易盛获融资资金买入超20亿元丨资金流向日报,东财新兴产业锐选混合发起式A、东财新兴产业锐选混合发起式C、工银稳健丰汇180天持有期债券A、大成启元价值混合C、华夏上证科创板生物医药ETF发起式联接A、华夏上证科创板生物医药ETF发起式联接C、景顺长城和熙安泰三个月持有期混合(FOF)A、工银瑞信国证石油天然气ETF、华夏国证大盘价值,tencent,http://finance.eastmoney.com/a/202604083697685288.html,万科A,中际旭创、新易盛获融资资金买入超20亿元丨资金流向日报 东财新兴产业锐选混合发起式A、东财新兴产业锐选混合发起式C、工银稳健丰汇180天持有期债券A、大成启元价值混合C、华夏上证科创板生物医药ETF发起式联接A、华夏上证科创板生物医药ETF发起式联接C、景顺长城和熙安泰三个月持有期混合(FOF)A、工银瑞信国证石油天然气ETF、华夏国证大盘价值,0,0,0,0.0
000002-20260408-56,000002.SZ,2026-04-08,巨头出手！3700亿美元纳指ETF，将迎大洗牌,事实上，这类费率“价格战”在标普500 ETF领域已充分上演——先锋领航、贝莱德、道富通过极低费率争夺资金，推动行业整体费率大幅下行，让投资者以更低成本持有美国大盘股。,tencent,http://stock.eastmoney.com/a/202604083697365222.html,万科A,巨头出手！3700亿美元纳指ETF，将迎大洗牌 事实上，这类费率“价格战”在标普500 ETF领域已充分上演——先锋领航、贝莱德、道富通过极低费率争夺资金，推动行业整体费率大幅下行，让投资者以更低成本持有美国大盘股。,0,1,0,0.5
000002-20260408-57,000002.SZ,2026-04-08,16单REITs项目，明日集中亮相沪市REITs年度业绩说明会,二级市场表现方面，16单排头兵项目中绝大多数实现正收益，年内复权平均涨幅约15.1%，显著跑赢大盘。其中，九州通REIT以44.5%的年内复权涨幅位居首位，物美消费REIT、上海地产REIT和京东仓储REIT分别上涨40.8%、32.0%和22.7%。,tencent,http://fund.eastmoney.com/a/202604083698479854.html,万科A,16单REITs项目，明日集中亮相沪市REITs年度业绩说明会 二级市场表现方面，16单排头兵项目中绝大多数实现正收益，年内复权平均涨幅约15.1%，显著跑赢大盘。其中，九州通REIT以44.5%的年内复权涨幅位居首位，物美消费REIT、上海地产REIT和京东仓储REIT分别上涨40.8%、32.0%和22.7%。,1,0,0,0.5
000002-20260408-58,000002.SZ,2026-04-08,ETF市场日报 | 美伊停火两周亚太股市集体爆发，多只创业板人工智能 ETF涨超10%,ETF（159178）将于2026年4月8日至4月15日公开发售，跟踪国证消费电子主题指数，指数选取业务涉及消费电子产品产业链的上市公司证券作为待选样本，涵盖零部件制造、整机品牌、分销渠道等全产业链环节，指数风格偏向成长型，成分股多为科技创新属性突出的中小市值企业，与沪深300等大盘蓝筹指数形成差异化配置价值,tencent,http://stock.eastmoney.com/a/202604083698558554.html,万科A,ETF市场日报 | 美伊停火两周亚太股市集体爆发，多只创业板人工智能 ETF涨超10% ETF（159178）将于2026年4月8日至4月15日公开发售，跟踪国证消费电子主题指数，指数选取业务涉及消费电子产品产业链的上市公司证券作为待选样本，涵盖零部件制造、整机品牌、分销渠道等全产业链环节，指数风格偏向成长型，成分股多为科技创新属性突出的中小市值企业，与沪深300等大盘蓝筹指数形成差异化配置价值,0,0,0,0.0
000002-20260408-59,000002.SZ,2026-04-08,去年末中央汇金持有ETF市值突破1.5万亿元,其中，对华泰柏瑞沪深300ETF、广发中证1000ETF等7只宽基ETF的持仓比例均超过40%，表达了坚定持有大盘蓝筹股的态度。,tencent,http://stock.eastmoney.com/a/202604073696833117.html,万科A,去年末中央汇金持有ETF市值突破1.5万亿元 其中，对华泰柏瑞沪深300ETF、广发中证1000ETF等7只宽基ETF的持仓比例均超过40%，表达了坚定持有大盘蓝筹股的态度。,0,0,0,0.0
000002-20260408-60,000002.SZ,2026-04-08,电网投资提速，一季度电网建设每天投资超18亿元,一方面，作为逆周期调节的重要工具，巨额电网投资能快速形成实物工作量，稳定宏观经济大盘。另一方面，作为能源转型的核心载体，高强度投资正加快打通清洁能源输送与消纳的堵点，为保障国家能源安全、实现经济社会全面绿色低碳转型提供电力保障。,tencent,http://finance.eastmoney.com/a/202604083697897044.html,万科A,电网投资提速，一季度电网建设每天投资超18亿元 一方面，作为逆周期调节的重要工具，巨额电网投资能快速形成实物工作量，稳定宏观经济大盘。另一方面，作为能源转型的核心载体，高强度投资正加快打通清洁能源输送与消纳的堵点，为保障国家能源安全、实现经济社会全面绿色低碳转型提供电力保障。,0,0,0,0.0
000002-20260408-61,000002.SZ,2026-04-08,前海联合产业趋势混合A：2025年换手率达756.93%,基金管理人在年报中表示，展望 2026 年，政策托底预期已经形成，股票市场流动性也较为充裕，大盘指数有安全支撑，结构性机会较多，积极寻找有积极变化或景气上行且股价隐含预期不高的方向： 1） 顺周期：宏观基本面底部企稳，有边际改善预期。,tencent,http://stock.eastmoney.com/a/202604083698378068.html,万科A,前海联合产业趋势混合A：2025年换手率达756.93% 基金管理人在年报中表示，展望 2026 年，政策托底预期已经形成，股票市场流动性也较为充裕，大盘指数有安全支撑，结构性机会较多，积极寻找有积极变化或景气上行且股价隐含预期不高的方向： 1） 顺周期：宏观基本面底部企稳，有边际改善预期。,0,0,0,0.0
000002-20260408-62,000002.SZ,2026-04-08,一季度经济起步有力 线下消费等高频数据回升,邢玉冠说，今年以来，稳投资政策前置发力，资金安排聚焦关键领域和薄弱环节，重大工程项目加速落地，人工智能、算力等智能经济相关领域投资活跃，不仅为今年固定资产投资和宏观经济大盘稳定增长打下较好基础，也为“十五五”重大项目建设开好局、起好步提供有力支撑。,tencent,http://finance.eastmoney.com/a/202604083696910438.html,万科A,一季度经济起步有力 线下消费等高频数据回升 邢玉冠说，今年以来，稳投资政策前置发力，资金安排聚焦关键领域和薄弱环节，重大工程项目加速落地，人工智能、算力等智能经济相关领域投资活跃，不仅为今年固定资产投资和宏观经济大盘稳定增长打下较好基础，也为“十五五”重大项目建设开好局、起好步提供有力支撑。,1,1,0,1.0
000002-20260408-63,000002.SZ,2026-04-08,AI主线大反弹，通信ETF（515880）大涨7%，再创新高！,大盘呈现强势反弹，地缘风险显著缓解，全球权益市场风险偏好回升，AI主线呈现强势反弹。 通信ETF（515880）大涨超7%，实现三连阳，再创新高。通信ETF（515880）覆盖光模块、铜连接、光纤光缆等算力核心环节，是把握本轮AI算力新周期的核心工具。,tencent,http://stock.eastmoney.com/a/202604083698520226.html,万科A,AI主线大反弹，通信ETF（515880）大涨7%，再创新高！ 大盘呈现强势反弹，地缘风险显著缓解，全球权益市场风险偏好回升，AI主线呈现强势反弹。 通信ETF（515880）大涨超7%，实现三连阳，再创新高。通信ETF（515880）覆盖光模块、铜连接、光纤光缆等算力核心环节，是把握本轮AI算力新周期的核心工具。,-1,-1,0,-1.0
000002-20260408-64,000002.SZ,2026-04-08,上证指数涨逾2%,4月8日上午，上证指数涨逾2%，深证成指涨3.85%，创业板指涨4.8%。沪深京三市上涨个股超5000只。,tencent,http://stock.eastmoney.com/a/202604083697757341.html,万科A,上证指数涨逾2% 4月8日上午，上证指数涨逾2%，深证成指涨3.85%，创业板指涨4.8%。沪深京三市上涨个股超5000只。,1,1,0,1.0
000002-20260408-65,000002.SZ,2026-04-08,上证180指数上涨0.13%，上证180ETF平安(530280)备受关注,上证180ETF平安紧密跟踪上证180指数，上证180指数从沪市证券中选取市值规模较大、流动性较好的180只证券作为样本，反映上海证券市场核心上市公司证券整体表现。,tencent,http://stock.eastmoney.com/a/202604083697392687.html,万科A,上证180指数上涨0.13%，上证180ETF平安(530280)备受关注 上证180ETF平安紧密跟踪上证180指数，上证180指数从沪市证券中选取市值规模较大、流动性较好的180只证券作为样本，反映上海证券市场核心上市公司证券整体表现。,1,-1,0,0.0
000002-20260408-66,000002.SZ,2026-04-08,上证50指数ETF今日合计成交额30.28亿元，环比增加101.46%,从市场表现看，截至收盘，上证50指数（000016）上涨2.70%，跟踪上证50指数的相关ETF今日平均上涨2.76%，其中，涨幅居前的有易方达上证50增强策略ETF（563090）、易方达上证50ETF（510100）等，今日分别上涨4.06%、2.83%。,tencent,http://stock.eastmoney.com/a/202604083698136380.html,万科A,上证50指数ETF今日合计成交额30.28亿元，环比增加101.46% 从市场表现看，截至收盘，上证50指数（000016）上涨2.70%，跟踪上证50指数的相关ETF今日平均上涨2.76%，其中，涨幅居前的有易方达上证50增强策略ETF（563090）、易方达上证50ETF（510100）等，今日分别上涨4.06%、2.83%。,1,1,0,1.0
000002-20260408-67,000002.SZ,2026-04-08,上证180指数ETF今日合计成交额1.83亿元，环比增加103.51%,从市场表现看，截至收盘，上证180指数（000010）上涨3.02%，跟踪上证180指数的相关ETF今日平均上涨2.99%，其中，涨幅居前的有南方上证180ETF（530580）、天弘上证180ETF（530080）等，今日分别上涨3.28%、3.07%。,tencent,http://stock.eastmoney.com/a/202604083698135717.html,万科A,上证180指数ETF今日合计成交额1.83亿元，环比增加103.51% 从市场表现看，截至收盘，上证180指数（000010）上涨3.02%，跟踪上证180指数的相关ETF今日平均上涨2.99%，其中，涨幅居前的有南方上证180ETF（530580）、天弘上证180ETF（530080）等，今日分别上涨3.28%、3.07%。,1,1,0,1.0
000002-20260408-68,000002.SZ,2026-04-08,上证科创板100指数ETF今日合计成交额17.64亿元，环比增加94.95%,从市场表现看，截至收盘，上证科创板100指数（000698）上涨5.96%，跟踪上证科创板100指数的相关ETF今日平均上涨6.00%，其中，涨幅居前的有易方达上证科创板100增强策略ETF（588500）、科创100ETF基金（588220）等，今日分别上涨6.49%、6.33%,tencent,http://stock.eastmoney.com/a/202604083698137516.html,万科A,上证科创板100指数ETF今日合计成交额17.64亿元，环比增加94.95% 从市场表现看，截至收盘，上证科创板100指数（000698）上涨5.96%，跟踪上证科创板100指数的相关ETF今日平均上涨6.00%，其中，涨幅居前的有易方达上证科创板100增强策略ETF（588500）、科创100ETF基金（588220）等，今日分别上涨6.49%、6.33%,1,1,0,1.0
000002-20260408-69,000002.SZ,2026-04-08,上证科创板50成份指数ETF今日合计成交额90.61亿元，环比增加88.03%,从市场表现看，截至收盘，上证科创板50成份指数（000688）上涨6.18%，跟踪上证科创板50成份指数的相关ETF今日平均上涨6.13%，其中，涨幅居前的有平安上证科创板50成份ETF（589150）、富国上证科创板50成份ETF（588940）等，今日分别上涨6.54%、6.33%,tencent,http://stock.eastmoney.com/a/202604083698135939.html,万科A,上证科创板50成份指数ETF今日合计成交额90.61亿元，环比增加88.03% 从市场表现看，截至收盘，上证科创板50成份指数（000688）上涨6.18%，跟踪上证科创板50成份指数的相关ETF今日平均上涨6.13%，其中，涨幅居前的有平安上证科创板50成份ETF（589150）、富国上证科创板50成份ETF（588940）等，今日分别上涨6.54%、6.33%,1,1,0,1.0
000002-20260408-70,000002.SZ,2026-04-08,停火两周！亚太股市大涨，上证指数上冲3950点，市场结构发生变化,韩国综合指数开盘涨超5%，日经225指数涨超4%，上证指数涨超1.5%，盘中站上3950点。盘面上，有色金属、机械设备、TMT等板块涨幅居前，修复方向集中在前期被错杀的景气板块。,tencent,http://finance.eastmoney.com/a/202604083697615987.html,万科A,停火两周！亚太股市大涨，上证指数上冲3950点，市场结构发生变化 韩国综合指数开盘涨超5%，日经225指数涨超4%，上证指数涨超1.5%，盘中站上3950点。盘面上，有色金属、机械设备、TMT等板块涨幅居前，修复方向集中在前期被错杀的景气板块。,0,0,0,0.0
000002-20260408-71,000002.SZ,2026-04-08,ETF资金榜 | 上证指数ETF汇添富(510980)：净流出2027.25万元，居全市场第一梯队-20260407,2026年4月7日，上证指数ETF汇添富(510980.SH)收平，成交5294.24万元。净流出2027.25万元（净赎回份额*单位净值），居全市场第一梯队。 拉长时间看，该基金近5个交易日有3天资金净流出，累计流出2906.22万元，居可比基金前二。,tencent,http://stock.eastmoney.com/a/202604083697608849.html,万科A,ETF资金榜 | 上证指数ETF汇添富(510980)：净流出2027.25万元，居全市场第一梯队-20260407 2026年4月7日，上证指数ETF汇添富(510980.SH)收平，成交5294.24万元。净流出2027.25万元（净赎回份额*单位净值），居全市场第一梯队。 拉长时间看，该基金近5个交易日有3天资金净流出，累计流出2906.22万元，居可比基金前二。,-1,-1,0,-1.0
000002-20260408-72,000002.SZ,2026-04-08,避险情绪降温引燃成长行情！创业板ETF富国（159971）、创业板增强ETF富国（159676）、创业板200ETF富国（159571）集体涨超5%,截至发稿，创业板ETF富国（159971）上涨5.46%，创业板增强ETF富国（159676）上涨5.80%，创业板200ETF富国（159571）上涨5.61%，创业板全线走强。,tencent,http://stock.eastmoney.com/a/202604083697963380.html,万科A,避险情绪降温引燃成长行情！创业板ETF富国（159971）、创业板增强ETF富国（159676）、创业板200ETF富国（159571）集体涨超5% 截至发稿，创业板ETF富国（159971）上涨5.46%，创业板增强ETF富国（159676）上涨5.80%，创业板200ETF富国（159571）上涨5.61%，创业板全线走强。,1,1,0,1.0
000002-20260408-73,000002.SZ,2026-04-08,创业板指高开3.07%,上证报中国证券网讯 4月8日，A股四大指数均大幅高开，沪指高开1.03%，深证成指高开2.36%，创业板指高开3.07%，科创综指高开2.99%。盘面上看，半导体、算力硬件产业链表现活跃，贵金属、机场航运、算力硬件等板块涨幅居前，油气、煤炭等震荡调整。,tencent,http://stock.eastmoney.com/a/202604083697586543.html,万科A,创业板指高开3.07% 上证报中国证券网讯 4月8日，A股四大指数均大幅高开，沪指高开1.03%，深证成指高开2.36%，创业板指高开3.07%，科创综指高开2.99%。盘面上看，半导体、算力硬件产业链表现活跃，贵金属、机场航运、算力硬件等板块涨幅居前，油气、煤炭等震荡调整。,0,0,0,0.0
000002-20260408-74,000002.SZ,2026-04-08,创业板指午后涨逾5%,4月8日下午，创业板指涨逾5%，上证指数涨2.21%，深证成指涨4.16%。沪深京三市上涨个股超5000只。,tencent,http://stock.eastmoney.com/a/202604083697855739.html,万科A,创业板指午后涨逾5% 4月8日下午，创业板指涨逾5%，上证指数涨2.21%，深证成指涨4.16%。沪深京三市上涨个股超5000只。,1,1,0,1.0
000002-20260408-75,000002.SZ,2026-04-08,AI 产业资本活跃，创业板当具备安全边际，创业板50ETF景顺涨超4%！,创业板50ETF景顺（159682）作为A股“上涨先锋”，其新兴产业、高新技术企业占比高，投资者可考虑借道创业板50ETF景顺（159682）布局A股回升过程中的高成长机遇。,tencent,http://finance.eastmoney.com/a/202604083697636134.html,万科A,AI 产业资本活跃，创业板当具备安全边际，创业板50ETF景顺涨超4%！ 创业板50ETF景顺（159682）作为A股“上涨先锋”，其新兴产业、高新技术企业占比高，投资者可考虑借道创业板50ETF景顺（159682）布局A股回升过程中的高成长机遇。,1,0,0,0.5
000002-20260408-76,000002.SZ,2026-04-08,创业板指涨逾5%,每经AI快讯，4月8日，指数持续走强，创业板指拉升涨逾5.00%，沪指涨2.21%，深成指涨4.14%。贵金属、游戏传媒、机场航运、算力硬件等方向涨幅居前，沪深京三市上涨个股近5000只。,tencent,http://stock.eastmoney.com/a/202604083697861280.html,万科A,创业板指涨逾5% 每经AI快讯，4月8日，指数持续走强，创业板指拉升涨逾5.00%，沪指涨2.21%，深成指涨4.14%。贵金属、游戏传媒、机场航运、算力硬件等方向涨幅居前，沪深京三市上涨个股近5000只。,1,1,0,1.0
000002-20260408-77,000002.SZ,2026-04-08,创业板指涨超5%,人民财讯4月8日电，截至发稿，沪指涨2.21%，深证成指涨4.16%，创业板指涨5.01%。,tencent,http://stock.eastmoney.com/a/202604083697858667.html,万科A,创业板指涨超5% 人民财讯4月8日电，截至发稿，沪指涨2.21%，深证成指涨4.16%，创业板指涨5.01%。,0,0,0,0.0
000002-20260408-78,000002.SZ,2026-04-08,创业板最新筹码集中股名单（附股）,362只创业板股公布截至3月31日最新股东户数，环比上期，股东户数下降的有144只，降幅超过一成的有9只。 证券时报·数据宝统计显示，362只创业板股公布了3月31日股东户数，与上期（3月20日）比，股东户数下降的有144只，其中股东户数降幅超一成的有9只。,tencent,http://finance.eastmoney.com/a/202604083697709640.html,万科A,创业板最新筹码集中股名单（附股） 362只创业板股公布截至3月31日最新股东户数，环比上期，股东户数下降的有144只，降幅超过一成的有9只。 证券时报·数据宝统计显示，362只创业板股公布了3月31日股东户数，与上期（3月20日）比，股东户数下降的有144只，其中股东户数降幅超一成的有9只。,-1,-1,0,-1.0
000002-20260408-79,000002.SZ,2026-04-08,创业板指涨超4%,人民财讯4月8日电，截至发稿，创业板指涨4.07%，沪指涨1.47%，深证成指涨3.17%。元器件、通用机械、有色、软件服务等板块涨幅居前。,tencent,http://stock.eastmoney.com/a/202604083697624783.html,万科A,创业板指涨超4% 人民财讯4月8日电，截至发稿，创业板指涨4.07%，沪指涨1.47%，深证成指涨3.17%。元器件、通用机械、有色、软件服务等板块涨幅居前。,0,0,0,0.0
